G-word,E-word,WdNum,VAL_Mean,VAL_SD,ARO_Mean_(ANEW),ARO_SD_(ANEW),ARO_Mean_(BAWL),ARO_SD_(BAWL),DOM_Mean,DOM_SD,POT_Mean,POT_SD,IMA_MEAN,IMA_SD,freq_Leipzig,freq_SUBTLEX,#_letters,#_syllables,word_class,N_orth,HFN,NF_MAX,F_SUM
Misshandlung,abuse,1,-2.6,1.06,7.65,1.6,4.35,0.8,2.75,1.21,7.13,1.64,3.7,1.42,120,0.55,12,3,S,0,0,0,0
Unfall,accident,2,-2.35,0.67,7.3,1.59,4.24,0.7,3.06,1.7,6.43,1.41,4.32,1.81,875,71.46,6,1,S,2,0,4.83,4.83
Unfall,accident,2,-2.35,0.67,7.3,1.59,4.24,0.7,3.06,1.7,6.43,1.41,4.32,1.81,1937,71.46,6,1,S,2,0,4.83,4.83
Erfolg,achievement,3,2.1,0.64,5.9,1.48,3.32,1.2,6.31,1.65,6.15,1.49,3.05,1.84,9329,46.97,6,2,S,0,0,0,0
Erfolg,achievement,3,2.1,0.64,5.9,1.48,3.32,1.2,6.31,1.65,6.15,1.49,3.05,1.84,9329,46.97,6,2,S,0,0,0,0
aktivieren,activate,4,0.81,0.66,5.75,1.37,2.88,1.07,6.25,1.18,5.84,1.14,2.6,1.39,123,11.46,10,4,V,0,0,0,0
bewundert,admired,5,1.44,1.09,5.4,1.54,2.88,0.95,5.94,1.1,5.45,1.58,2.7,1.13,221,6.18,9,3,A,2,2,22.67,22.83
anbetungswürdig,adorable,6,0.4,0.91,5.55,1.67,3,1.23,5.13,1.52,6.13,1.67,2.45,1.47,2,0.31,15,5,A,0,0,0,0
Zuneigung,affection,7,1.9,0.9,4.2,2.09,2.4,1.28,6.25,1.63,5.63,1.76,3.86,1.68,216,6.58,9,3,S,0,0,0,0
ängstlich,afraid,8,-1.38,0.96,6.05,1.7,3.54,0.86,4.44,1.36,3.56,1.97,4.14,1.74,175,7.72,9,2,A,0,0,0,0
aggressiv,aggressive,9,-1.6,0.63,7.32,1.11,4.15,0.88,5.19,1.83,5.1,2.49,4.38,1.28,432,6.54,9,3,A,0,0,0,0
Qual,agony,10,-2.7,0.67,7,1.08,4.11,1.02,3.81,1.74,6.75,1.45,3.78,1.39,243,6.22,4,1,S,2,0,4.33,4.33
Alarm,alert,11,-2.55,0.52,7.2,1.82,4.73,0.65,3.94,1.47,6.55,1.08,3.55,1.44,601,27.68,5,2,S,0,0,0,0
allein,alone,12,-1.8,1.03,5.65,2.48,2.45,1.32,4.19,1.67,5.53,1.84,3.33,1.5,11204,305.52,6,2,A,0,0,0,0
entfernt,aloof,13,-0.6,0.91,4.95,2.06,2.77,1.24,4.5,1.18,4.44,1.16,2.75,1.52,3538,57.36,8,2,A,0,0,0,0
Ehrgeiz,ambition,14,1.5,1.18,6.05,1.28,3.56,0.7,6.25,1.24,6.2,1.24,2.89,1.05,513,5.43,7,2,S,0,0,0,0
Krankenwagen,ambulance,15,-0.79,1.05,6.3,1.84,3.23,1.18,4.63,2.08,5.88,1.42,6.7,0.57,130,22.01,12,4,S,0,0,0,0
Engel,angel,16,2.15,1.27,4.1,1.86,2.22,1.31,4.31,1.85,4.6,2.16,6.05,0.9,792,40.71,5,2,S,3,0,28.67,45.33
Ärger,anger,17,-1.9,0.57,6.65,1.23,3.94,0.94,5.44,1.94,6.43,1.11,4,1.89,1432,90.83,5,2,S,0,0,0,0
verärgert,angry,18,-1.27,0.59,6.4,0.88,3.81,1.02,5.44,1.57,6.34,2.01,3.48,1.12,507,14.61,9,3,A,1,1,5.83,5.83
verängstigt,anguished,19,-1.56,1.09,6,1.34,3.65,0.85,4.44,1.72,5.63,1.61,3.1,1.37,54,7.36,11,3,A,0,0,0,0
verängstigt,anguished,19,-1.56,1.09,6,1.34,3.65,0.85,4.44,1.72,5.63,1.61,3.1,1.37,54,7.36,11,3,A,0,0,0,0
ärgern,annoy,20,-1.22,0.66,5.95,1.05,3.75,0.82,5.06,1.73,5.65,1.39,3.8,1.87,285,11.46,6,2,V,0,0,0,0
gespannt,anxious,21,0.73,1.49,6.05,1.54,3.38,0.9,5.38,1.6,5.96,1.76,3.24,1.09,639,10.12,8,2,A,0,0,0,0
Beweglichkeit,agility,22,1.53,0.92,5.65,1.46,2.88,0.99,6.06,1.57,5.03,1.85,4.1,1.55,120,0.71,13,4,S,0,0,0,0
Armee,army,23,-2.1,0.97,6.3,2.25,4,1,3.69,2.52,6.75,1.41,5.09,1.41,3299,67.52,5,2,S,0,0,0,0
erregt,aroused,24,1,1.18,7.4,1.1,4.08,0.89,6.25,1.52,6.68,1.64,4.14,1.53,419,7.21,6,2,A,0,0,0,0
arrogant,arrogant,25,-1.93,1.03,6.5,1.36,3.62,0.85,5.19,1.5,4.31,2.36,3.71,1.76,149,6.22,8,3,A,1,0,1.83,1.83
ermorden,assassin,26,-2.21,1.12,7.5,1.43,4.35,0.8,3.75,2.49,7.11,2.42,5.1,1.64,99,8.19,8,3,V,0,0,0,0
Angriff,assault,27,-2,1.05,7.45,1.19,4,0.84,4.94,2.33,6.58,1.52,4.57,1.57,214,53.07,7,4,S,0,0,0,0
erstaunt,astonished,28,0.67,0.49,5.9,1.07,3.15,0.92,5.19,1.48,5.44,1.19,3.55,1.61,350,6.42,8,2,A,0,0,0,0
Herbst,autumn,29,1.1,0.74,3.55,1.39,1.65,0.67,3.94,1.47,4.78,1.56,5.78,0.97,4377,7.68,6,1,S,0,0,0,0
überwältigt,awed,30,0.54,1.2,6.7,1.34,3.73,1.04,3.81,1.71,6.76,2.18,3.57,1.66,216,5.2,11,4,A,0,0,0,0
überwältigt,awed,30,0.54,1.2,6.7,1.34,3.73,1.04,3.81,1.71,6.76,2.18,3.57,1.66,67,5.2,11,4,A,0,0,0,0
Baby,baby,31,1.9,1.2,4.95,2.48,2.83,1.1,6.63,1.88,4.22,2.98,6.78,0.44,746,324.66,4,2,S,0,0,0,0
Baby,baby,31,1.9,1.2,4.95,2.48,2.83,1.1,6.63,1.88,4.22,2.98,6.78,0.44,746,324.66,4,2,S,0,0,0,0
bankrott,bankrupt,32,-2.3,0.67,6.2,1.82,2.79,1.36,4.5,1.69,5.63,1.71,2.67,1.8,66,3.35,8,2,A,0,0,0,0
Bastard,bastard,33,-1.5,0.85,6.7,1.75,3.83,0.86,4.63,1.54,6.85,1.35,3,1.5,33,40.12,7,2,S,0,0,0,0
Strand,beach,34,2.1,1.1,3.95,2.33,1.74,1.24,5.5,1.85,5.91,1.22,6.05,1.39,177,42.48,6,2,A,1,0,3.83,3.83
Schönheit,beauty,35,2.06,1.12,5,1.72,2.88,1.07,5.63,1.37,6.03,1.89,4.05,1.73,943,29.29,9,2,S,0,0,0,0
Bettler,beggar,36,-1.05,1.04,5,2.08,2.12,1.19,5.69,1.84,3.27,1.81,5.81,1.36,120,5.08,7,2,S,0,0,0,0
verraten,betray,37,-1.65,1.32,6.2,2.09,3.89,0.83,4.31,2.16,6.12,1.27,2.92,1.38,855,65.04,8,3,V,0,0,0,0
Vogel,bird,38,1.2,0.83,3.85,1.73,2.44,0.86,6.5,1.57,4.25,1.71,5.86,1.32,1154,39.29,5,2,S,0,0,0,0
Geburtstag,birthday,39,1.91,1.19,6.3,2.03,3.14,1.51,5.56,1.75,5.43,1.48,5.08,1.76,2401,70.87,10,3,S,0,0,0,0
Erpressung,blackmail,40,-2.07,1.39,6.95,1.39,4.12,0.59,3.56,2.21,6.38,1.66,2.85,1.5,329,6.3,10,3,S,0,0,0,0
blasiert,blase,41,-1.13,1.19,4.7,1.08,3,0.88,5.19,1.28,5.1,1.29,2.1,1.21,349,0.24,8,1,A,0,0,0,0
segnen,bless,42,1.3,0.67,3.63,1.67,1.85,0.81,5.56,1.36,5.08,1.72,4.44,1.59,30,3.27,6,2,V,3,2,11.83,18
blind,blind,43,-1.64,1.22,4.5,1.82,2.96,1.15,3.19,1.76,5.08,2,3.6,1.7,338,36.14,5,1,A,1,0,22.17,22.17
blühen,blossom,44,1.6,0.91,3.8,2.09,2.65,1.13,4.81,1.56,4.1,1.72,4.8,1.47,212,6.02,6,2,V,3,0,4.67,6.5
gewagt,bold,45,0.37,1.06,5.6,1.43,3.33,0.88,5.25,1.14,5.45,1.2,2.88,1.88,383,4.76,6,2,A,1,1,125.67,125.67
Bombe,bomb,46,-2.5,0.61,7.3,1.42,4,1.08,2.44,2.06,7.1,1.26,5.36,1.5,931,57.99,5,2,S,0,0,0,0
Buch,book,47,1.91,0.93,3.3,1.56,1.89,0.9,5.5,1.98,5.2,1.67,6.84,0.47,6200,120.52,4,1,S,5,1,4806,4860.17
gelangweilt,bored,48,-1.36,1.01,3.05,1.36,1.92,0.98,4.94,1.9,4.45,1.57,3.55,1.32,135,4.84,11,3,A,0,0,0,0
Schüssel,bowl,49,0.43,0.94,3.7,1.34,2.23,0.95,6.56,1.73,4.45,1.74,6.55,1.28,308,7.4,8,2,S,0,0,0,0
Junge,boy,50,0.8,0.83,4.05,1.79,2.81,1.03,5.69,1.17,5.42,1.48,4.73,1.45,2352,351.75,5,2,S,2,0,15.83,22.67
Busen,breast,51,1.85,1.09,4.55,1.82,3.25,1.21,5.06,1.48,5.92,1.32,6.18,1.22,133,5.98,5,2,S,2,0,1.67,1.83
Bruder,brother,52,1.68,1.27,3.3,1.59,2.22,1,5.56,1.53,5.6,1.27,5.73,1.82,2315,346.51,6,2,S,0,0,0,0
brutal,brutal,53,-2,0.67,7.35,1.04,4.53,0.96,4.75,2.03,7.13,1.02,4.56,1.13,475,11.54,6,2,A,0,0,0,0
Häschen,bunny,54,1.33,0.9,3.55,1.96,2.08,0.93,6.19,2.23,2.8,1.38,6.25,1.07,10,3.58,7,2,S,8,5,3.17,5.33
belastet,burdened,55,-1.68,0.8,5.4,1.79,3.72,0.54,4.44,1.64,6.45,2.42,2.6,1.35,216,5.12,8,3,A,1,1,29.33,29.33
Beerdigung,burial,56,-2.07,1.28,6.9,2.13,3.55,1.27,3.38,1.96,6.43,1.47,6.36,0.7,243,25.12,10,4,S,1,1,25.33,25.33
Butter,butter,57,0.6,0.68,3.15,1.57,1.84,0.9,5.81,1.6,3.93,1.54,5.27,1.96,315,10.55,6,2,S,4,2,199.67,240.17
Schmetterling,butterfly,58,1.75,0.77,3.4,2.26,2.42,1.14,5.75,2.54,3.75,2.05,6.75,0.55,125,4.88,13,3,S,0,0,0,0
Torte,cake,59,1.6,1.05,4.65,1.95,2.45,1.15,5.63,1.52,4.64,1.55,6,1.07,86,8.78,5,2,S,3,1,22,22.83
Krebs,cancer,60,-1.86,1.88,6.75,1.62,3.42,1.1,3.38,2.01,6.25,2.01,5.95,1.43,810,26.34,5,1,S,1,1,273.83,273.83
Bonbon,candy,61,1.7,0.73,3.7,1.63,2.13,1.15,6.63,1.73,3.58,1.3,5.82,1.33,62,2.83,6,2,S,0,0,0,0
fähig,capable,62,1.38,0.89,4.15,1.53,2.12,0.99,6.44,1.54,5.04,1.24,2.35,1.57,358,23.94,5,2,A,0,0,0,0
sorglos,carefree,63,0.3,1.7,3.25,1.59,2.53,1.26,5.56,1.64,5.32,1.96,2.78,1.39,62,1.69,7,2,A,0,0,0,0
Liebkosung,caress,64,1.87,1.3,5.1,2.2,2.58,1.36,6,1.73,4.98,2.04,5.52,1.71,0,0.08,10,3,S,0,0,0,0
Friedhof,cemetery,65,-1.6,1.07,5.7,1.78,3.17,1.2,4.25,1.78,6.15,1.58,6.43,0.8,703,13.82,8,2,S,0,0,0,0
Stuhl,chair,66,0.5,1.06,3.65,1.63,1.82,0.85,5.5,1.9,4.5,1.52,6.23,1.02,807,30.67,5,2,S,1,0,34.5,34.5
Sieger,champion,67,1.75,0.72,6.25,2,3.82,0.95,5.94,1.79,7.24,0.88,4.64,1.5,2102,12.28,6,2,S,3,0,41.33,44.33
Charme,charm,68,2.3,0.67,5.32,2,2.74,1.45,5.88,1.41,5.13,1.68,3.78,1.64,723,7.05,6,1,S,0,0,0,0
Stimmung,cheer,69,1,1.05,5.15,1.69,2.56,0.7,5.69,1.6,5.64,1.5,2.67,1.22,153,21.73,8,2,S,0,0,0,0
Kind,child,70,1.8,1.55,4.75,1.65,2.44,1.2,6.63,1.71,4.77,2.31,6.33,0.71,5195,306.94,4,1,S,6,0,61.67,116.83
Kirche,church,71,0.05,1.5,4.05,2.16,2.33,0.69,4.69,1.58,5.23,1.73,6.2,1.26,4952,53.07,6,2,S,0,0,0,0
Zirkus,circus,72,0.85,1.5,5.15,1.69,2.86,0.91,5.5,1.36,4.78,1.4,6,1.11,352,9.37,6,2,S,1,0,0,0
Stadt,city,73,0.87,1.13,4.85,2.06,2.31,1.05,5.5,1.36,5.13,1.67,5.75,1.02,22129,303.52,5,1,S,3,1,493.67,732.83
Kleidung,clothing,74,0.6,0.91,3.85,1.5,2.19,0.85,6.56,1.64,4.6,1.98,5.35,1.46,879,23.94,8,2,S,0,0,0,0
Kakerlake,cockroach,75,-1.73,0.88,6.4,1.6,3.62,1.13,6.44,2.41,5.5,1.69,6.4,1.27,2,5.28,9,4,S,0,0,0,0
Kakerlake,cockroach,75,-1.73,0.88,6.4,1.6,3.62,1.13,6.44,2.41,5.5,1.69,6.4,1.27,7,5.28,9,4,S,0,0,0,0
Sarg,coffin,76,-2.3,0.82,5.95,2.3,4,0.97,4.06,1.68,6.38,1.39,6.56,0.73,269,12.24,4,1,S,3,0,4.5,5.67
Komödie,comedy,77,1.64,1.01,5.15,1.76,2.81,1.06,5.25,1.82,4.93,1.53,4.15,1.73,598,7.44,7,4,S,0,0,0,0
konzentriert,concentrate,78,1,0.53,4.15,1.81,2.65,0.98,6.31,0.94,5.68,1.11,3.81,1.4,1266,10.16,12,3,A,0,0,0,0
überzeugt,confident,79,1.47,1.36,4.75,1.59,2.81,0.75,6.56,1,6.36,1.04,2.65,1.31,2773,32.88,9,3,A,0,0,0,0
wirr,confused,80,-0.93,0.8,6.05,1.39,3.38,1.13,5.13,1.41,4.93,1.86,3,1.21,41,0.83,4,1,A,2,1,16.83,16.83
getröstet,consoled,81,1.14,1.03,4.25,2.29,2.1,0.8,4.88,1.54,5.03,1.79,3.19,1.29,31,1.14,9,3,A,1,1,1,1
Geringschätzung,contempt,82,-1.67,1.05,6.05,1.61,3,1.1,4.5,1.53,5.73,1.72,2.35,1.35,45,0.12,15,4,S,0,0,0,0
Inhalt,contents,83,0,0.47,3.75,1.83,2.25,0.93,5.88,1.03,5,1.04,2.67,0.87,1287,6.14,6,2,S,1,0,1.67,1.67
Kontext,context,84,0.53,0.83,3.75,1.65,2.15,0.92,5,1.15,4.73,1.43,3,2,369,1.77,7,2,S,0,0,0,0
kontrollierend,controlling,85,-0.76,1.01,5.8,1.77,3.16,0.62,6.63,2.07,6.3,1.42,2.7,1.66,1685,0.16,14,4,A,0,0,0,0
Leiche,corpse,86,-2.45,0.76,6.3,2.34,4.14,0.85,4.94,2.26,6.35,1.73,5.32,1.49,1002,61.77,6,2,S,4,1,296.67,303.67
Häuschen,cottage,87,1,0.76,3.45,2.01,1.81,0.85,5.69,1.5,3.78,1.85,6.25,0.97,280,5.71,8,2,S,5,1,27.17,30.5
gemütlich,cozy,88,1.82,0.82,2.7,1.72,1.77,0.76,6.13,1.76,4.12,1.56,5.4,1.35,302,12.01,9,3,A,0,0,0,0
Krone,crown,90,1.15,1.04,4.1,1.86,2.56,1.15,5.31,1.88,5.7,1.4,5.68,1.32,405,9.06,5,2,S,0,0,0,0
kreuzigen,crucify,91,-2.21,1.05,7.4,1.47,3.96,1.04,4.44,2.12,6.84,1.55,4.75,1.62,1,1.18,9,3,V,0,0,0,0
grausam,cruel,92,-2.2,0.79,7,1.12,3.89,1.32,4,1.8,7.07,2.23,3.78,1.79,198,15,7,2,A,0,0,0,0
platt,crushed,93,-0.53,0.64,3.8,1.47,2.19,1.02,5.19,1.27,4.43,1.66,4.35,1.53,169,7.95,5,1,A,4,4,258.33,366.33
kuscheln,cuddle,94,2.25,0.93,4.5,2.63,2.88,1.34,6.19,1.6,4.55,2.29,5.81,0.87,25,2.32,8,2,A,3,1,0.83,1
kuscheln,cuddle,94,2.25,0.93,4.5,2.63,2.88,1.34,6.19,1.6,4.55,2.29,5.81,0.87,338,2.32,8,2,A,3,1,0.83,1
neugierig,curious,95,1.2,0.77,5.45,1.67,3.31,0.93,6.06,1.32,5.25,1.71,3.35,1.66,346,20.16,9,3,A,0,0,0,0
Brauch,custom,96,0.42,0.92,3.65,1.42,2.48,0.69,5.56,1.39,5.18,1.55,3.4,1.61,168,0,6,1,S,0,0,0,0
süß,cute,97,1.67,1.11,4.7,2,2.69,1.05,5.63,1.39,4.24,1.71,3.35,1.39,24,80.55,3,1,A,1,1,30.83,30.83
Wirbelsturm,cyclone,98,-0.88,1.02,7,1.38,4.08,0.69,3.19,2.25,6.45,1.69,5.7,1.3,141,0.91,11,3,S,0,0,0,0
Dolch,dagger,99,-1.3,1.06,6.8,1.4,4.05,0.97,4.81,1.64,6.52,1.19,6.67,0.71,30,6.26,5,1,S,2,1,658.67,660.83
Tod,death,100,-2.8,0.63,6.45,2.35,4.06,1.21,1.94,1.17,7.56,1.97,4.44,1.94,5622,207.41,3,1,S,4,0,105.17,242.67
schulden,debt,101,-1.8,0.79,5.95,1.67,3.48,1.03,4.25,1.55,5.18,1.53,2.56,1.33,43,0,8,2,V,0,0,0,0
Verwesung,decompose,102,-2.03,0.78,6.4,1.43,3.9,0.88,4.38,1.67,6.1,1.69,4.67,1.83,33,0.47,9,3,S,2,1,1.33,1.5
besiegt,defeated,103,-0.55,1.57,5.25,1.62,3.91,0.83,4.94,2.05,5.82,2.71,3.2,1.36,4722,18.54,7,2,A,0,0,0,0
aufmüpfig,defiant,104,-0.63,1.25,5.65,1.69,3.72,0.8,5.63,1.63,5.68,1.46,3.52,1.73,29,0.12,9,3,A,0,0,0,0
Wonne,delight,105,1.85,1.04,4,2.03,2.26,1.19,5.56,1.16,5.05,1.71,2.27,1.32,34,1.18,5,2,S,5,4,90.33,181.83
Dämon,demon,106,-1.43,1.45,6.25,2.05,3.81,0.98,4.69,1.99,7.32,1.35,4.3,1.78,33,25.47,5,2,S,0,0,0,0
deprimiert,depressed,107,-1.75,1.13,5.95,1.73,3.23,1.14,4.94,2.04,4.05,2.49,3.86,1.35,77,7.83,10,3,A,0,0,0,0
Depression,depression,108,-2.4,0.91,6.05,1.7,3.81,1.06,4.25,2.14,6.95,1.47,2.95,1.88,279,4.17,10,3,S,1,1,0.33,0.33
Deserteur,deserter,109,-0.56,1.31,6,1.17,3.42,1.03,5.06,1.36,6.03,1.64,3.35,1.93,25,1.61,9,3,S,0,0,0,0
verzweifelt,despairing,110,-1.67,0.62,6.65,1.6,3.96,1.04,3.94,2,5.78,1.67,3.05,1.32,530,18.62,11,3,A,1,1,27.17,27.17
verachten,despise,111,-1.74,1.08,6.5,1.64,3.27,1.37,5.06,2.05,4.69,2.28,3.43,1.36,44,3.19,9,3,V,0,0,0,0
zerstören,destroy,112,-2.53,0.9,6.85,1.42,3.93,1.25,4.88,1.82,6.92,1.44,5.27,1.54,643,58.7,9,3,V,2,0,4,6.5
unparteiisch,detached,113,0.87,1.13,4.4,1.47,2.23,0.91,5.06,1.59,4.72,1.1,2.2,1.15,21,0.79,12,4,A,0,0,0,0
hassen,detest,114,-2.5,0.71,7.6,1.35,4.44,0.78,4.88,2.31,5.66,2.94,3.67,1.73,147,35.32,6,2,V,9,3,929.5,1106.5
hassen,detest,114,-2.5,0.71,7.6,1.35,4.44,0.78,4.88,2.31,5.66,2.94,3.67,1.73,147,35.32,6,2,V,9,3,929.5,1106.5
Teufel,devil,115,-1.95,1.36,6.85,1.57,3.48,1.08,3.56,1.9,7.21,1.49,5.14,2.08,1143,266.39,6,2,S,1,0,0,0
gewidmet,devoted,116,1.16,0.94,4.45,1.47,2.24,0.66,5.38,0.94,3.9,1.37,1.8,1.01,42,5.04,8,3,A,0,0,0,0
Diamant,diamond,117,1.7,0.67,5.5,1.82,2.83,1.04,5.94,1.71,5.73,1.55,6.56,0.73,51,5.59,7,3,S,0,0,0,0
würdevoll,dignified,118,1.73,0.88,3.95,1.88,2.19,0.9,6,1.61,5.15,1.58,3.35,1.35,24,1.14,9,3,A,0,0,0,0
Diplom,diploma,119,1.8,0.92,5.5,1.5,3.47,1.07,6.25,1.44,5.5,1.45,4.33,1.22,135,2.24,6,2,S,0,0,0,0
enttäuschen,disappoint,120,-1.69,1.01,5.7,1.95,3.15,1.05,4.25,1.74,5.6,1.85,2.45,1.05,94,12.05,11,3,V,0,0,0,0
Desaster,disaster,121,-1.67,1.5,6.75,1.65,3.81,0.8,3.69,1.92,6.55,1.47,3,1.81,434,3.35,8,3,S,0,0,0,0
niedergeschlagen,discouraged,122,-2.15,0.94,4.9,1.48,1.45,0.65,4,1.81,3.85,2.63,4.19,1.57,217,5.55,16,5,A,0,0,0,0
eingebildet,disdainful,123,-1.27,1.44,5.85,1.46,3.19,0.98,5.63,1.7,5.17,1.89,3.71,1.49,20,5.71,11,4,A,0,0,0,0
angeekelt,disgusted,124,-1.67,0.49,6.25,1.86,3.73,0.83,5.13,1.76,6.12,2.18,4.1,1.48,13,0.43,9,4,A,0,0,0,0
illoyal,disloyal,125,-1.93,0.96,5.8,1.67,3.42,1.14,5.31,1.95,5.45,1.55,2.25,1.59,9,0.12,7,3,A,0,0,0,0
missfallen,displeased,126,-1.71,0.83,5.2,1.64,3.08,1.09,4.56,1.27,5.68,1.28,2.55,1.19,11,0.83,10,3,V,0,0,0,0
trübsinnig,distressed,127,-1.4,1.24,4.65,1.63,2.69,1.26,5,1.55,3.38,1.5,3.33,1.35,6,0.35,10,3,A,0,0,0,0
Scheidung,divorce,128,-1.81,1.17,6.15,2.03,3.98,0.89,4.13,1.43,6.13,1.49,4.16,1.93,480,17.8,9,2,S,1,0,0,0
Doktor,doctor,129,0.8,0.95,5.65,1.42,3.43,1.03,4.5,1.32,5.38,1.37,5.14,1.46,379,112.56,6,2,S,0,0,0,0
Tür,door,130,0.47,0.64,3.75,1.77,2.04,0.87,5.13,1.45,5.12,0.78,6.55,1,2868,252.88,3,1,S,3,1,6562.67,6670
grässlich,dreadful,131,-1.87,1.25,6.65,1.5,3.54,0.86,4.56,1.31,6,1.78,2.6,1.14,10,2.4,9,2,A,0,0,0,0
Traum,dream,132,1.5,0.71,5.35,2.21,2,0.97,5.5,1.88,5.35,2.09,4.89,1.9,1949,101.58,5,1,S,1,0,3.33,3.33
Kleid,dress,133,0.67,1.11,4.55,1.85,2.56,0.98,5.69,1.66,4.15,1.56,6.48,0.71,326,42.95,5,1,S,1,1,576,576
Erde,earth,134,1.9,0.99,3.6,1.9,2.44,1.38,4.56,2.04,5.6,2.1,6.22,0.67,3122,131.34,4,2,S,3,1,373.83,401.33
duldsam,easygoing,135,0.74,0.89,3.95,1.76,2.03,0.63,5.56,1.7,4.32,1.49,2.92,1.5,4,0.04,7,2,A,0,0,0,0
essen,eat,136,1.56,1.13,4.3,1.84,3.53,1.17,6.06,1.41,5.2,1.19,6.27,1.04,1145,438.36,5,2,V,2,2,21.17,21.83
Bildung,education,137,1.88,1.09,4.7,2.03,2.56,1.25,7.06,1.1,5.78,1.64,2.92,1.29,2561,5.43,7,2,S,1,0,22,22
euphorisch,elated,138,1.63,1.15,6.6,1.7,3.77,1.18,6,1.48,7.1,1.28,3.52,1.44,173,0.43,10,3,A,0,0,0,0
elegant,elegant,139,1.27,0.7,4.55,1.67,2.69,1.12,5.69,1.11,4.98,1.67,4,1.45,350,6.65,7,3,A,2,0,9.33,13.33
mühsam,embarrassed,140,-1.33,0.72,5.2,1.67,2.88,1.03,4.94,1.67,5.16,1.6,3.05,1.67,608,1.69,6,2,A,1,0,1.67,1.67
umkämpft,embattled,141,-1.45,1.57,6.2,1.44,4.09,0.7,5.06,1.64,6.18,1.78,3,1.12,67,0.12,8,2,A,0,0,0,0
engagiert,engaged,143,1.81,0.91,5.35,1.6,2.77,1.03,5.94,1.39,6.36,0.81,3.25,1.62,1111,9.29,9,3,A,0,0,0,0
Genuss,enjoyment,145,2.13,0.99,4.5,2.09,2.73,1.22,6.25,1.42,5.96,1.93,3.05,1.85,392,3.39,6,2,S,0,0,0,0
Genuss,enjoyment,145,2.13,0.99,4.5,2.09,2.73,1.22,6.25,1.42,5.96,1.93,3.05,1.85,392,3.39,6,2,S,0,0,0,0
Langeweile,ennui,146,-1.4,0.99,3.2,1.54,2.08,1.09,5.25,1.87,4.88,1.92,2.75,1.37,361,4.06,10,4,S,0,0,0,0
Anstellung,employment,147,0.94,1,4.2,1.61,2.31,0.97,5.13,1.1,4.78,1.62,2.6,1.1,158,1.54,10,3,S,1,0,0.5,0.5
Motor,engine,148,0.45,1.23,4.65,1.84,2.8,1.15,5.63,1.89,5.5,1.43,4.91,1.6,1180,22.91,5,2,S,1,0,1.17,1.17
wütend,enraged,149,-1.21,1.31,7.15,1.23,4.28,0.68,4.69,2.06,7.16,1.9,4.62,1.48,395,62.92,6,2,A,0,0,0,0
Erledigung,errand,150,0.6,1,4.65,1.09,2.4,0.71,6.06,1.62,5.2,1.03,2.55,1.76,2765,0.16,10,2,S,0,0,0,0
Exzellenz,excellence,151,0.25,1.61,4.8,1.94,3.08,1.02,5.88,1.46,5.98,1.53,3,1.97,34,15.32,9,3,S,1,0,0.83,0.83
Begeisterung,excitement,152,2.33,1.05,6.1,2.49,3.69,1.01,6.44,1.69,6.76,1.13,3.9,1.77,1104,5.32,12,4,S,0,0,0,0
Ausrede,excuse,153,-1.06,1,5.35,1.63,3,1.13,5.44,1.84,4.88,1.26,2.4,1.7,120,9.37,7,3,S,0,0,0,0
Hinrichtung,execution,154,-2.67,0.82,7.1,1.92,4.42,0.85,3.94,2.56,7.25,1.56,6.24,0.66,257,7.05,11,3,S,1,1,72.83,72.83
Übung,exercise,155,0.14,1.03,4.35,1.73,0.9,0.9,5.38,1.5,4.28,1.8,3.25,1.83,382,17.52,5,2,S,0,0,0,0
scheitern,failure,156,-1.94,1.15,6.55,1.73,3.68,1.12,4.56,1.76,5.76,1.76,2.88,1.84,979,6.85,9,2,V,1,0,0.67,0.67
Ruhm,fame,157,1.7,0.67,5.55,1.54,2.89,1.32,6.38,1.12,6.05,1.26,3.67,1.41,545,14.57,4,1,S,4,1,73.5,95
Ruhm,fame,157,1.7,0.67,5.55,1.54,2.89,1.32,6.38,1.12,6.05,1.26,3.67,1.41,545,14.57,4,1,S,4,1,73.5,95
Familie,family,158,1.8,1.55,4.68,2.24,2.28,1.23,6.06,1.81,6.88,1.7,5.89,1.05,8198,320.41,7,4,S,0,0,0,0
faszinieren,fascinate,159,1.93,0.96,6,1.62,3.5,1.03,5.69,1.62,5.68,1.93,3.15,1.73,61,0.59,11,4,V,0,0,0,0
fett,fat,160,-1.5,1.08,5.6,1.73,3.5,0.99,5.5,1.35,5.78,1.62,5.44,1.13,99,28.98,4,1,A,6,3,365.5,519
Vater,father,161,2.1,1.29,4.45,1.61,2.67,1.24,4.88,1.69,6.46,1.69,6.56,0.73,6307,654.79,5,2,S,2,0,9.67,14.33
erschöpft,fatigued,162,-0.67,1.4,4.45,1.9,2.46,1.21,4.69,1.76,4.08,1.75,5.15,1.73,935,14.61,9,2,A,0,0,0,0
furchtsam,fearful,163,-1.17,0.93,6.15,1.39,2.67,1.41,4.56,1.35,2.94,1.85,2.81,1.08,8,0.16,9,2,A,0,0,0,0
schwach,feeble,164,-1.6,0.7,4.75,1.65,2.61,1.14,5.06,2.22,4.8,2.04,3,1.41,995,34.06,7,1,A,1,0,2.5,2.5
Schmutz,filth,165,-1.1,0.74,5.25,1.37,2.89,0.76,5.19,1.85,5.35,1.41,6.22,0.83,133,5.04,7,1,S,0,0,0,0
